dma_rx_num_vardecl_altera_tse_main_c_10728_vars dma_rx_num vardecl_altera_tse_main.c 0 10728 NULL
default_rds_buf_vardecl_fmdrv_common_c_11072_vars default_rds_buf vardecl_fmdrv_common.c 0 11072 NULL
snd_efw_resp_buf_size_vardecl_11291_vars snd_efw_resp_buf_size vardecl 0 11291 NULL
_max_pnode_vardecl_x2apic_uv_x_c_11492_vars _max_pnode vardecl_x2apic_uv_x.c 0 11492 NULL
slave_num_vardecl_shdma_base_c_11603_vars slave_num vardecl_shdma-base.c 0 11603 NULL
c4iw_wr_log_size_order_vardecl_device_c_13134_vars c4iw_wr_log_size_order vardecl_device.c 0 13134 NULL
vhci_num_controllers_vardecl_13178_vars vhci_num_controllers vardecl 0 13178 NULL
max_sets_vardecl_ip_set_core_c_13393_vars max_sets vardecl_ip_set_core.c 0 13393 NULL
sysctl_perf_event_max_contexts_per_stack_vardecl_13620_vars sysctl_perf_event_max_contexts_per_stack vardecl 0 13620 NULL
buffer_pos_vardecl_event_buffer_c_13658_vars buffer_pos vardecl_event_buffer.c 0 13658 NULL
ipr_max_devs_vardecl_ipr_c_13921_vars ipr_max_devs vardecl_ipr.c 0 13921 NULL
pasid_limit_vardecl_kfd_pasid_c_14334_vars pasid_limit vardecl_kfd_pasid.c 0 14334 NULL
sel_end_vardecl_selection_c_14469_vars sel_end vardecl_selection.c 0 14469 NULL
osst_max_sg_segs_vardecl_osst_c_14954_vars osst_max_sg_segs vardecl_osst.c 0 14954 NULL
n_barrier_cbs_vardecl_rcutorture_c_16575_vars n_barrier_cbs vardecl_rcutorture.c 0 16575 NULL
csio_fcoe_rnodes_vardecl_16778_vars csio_fcoe_rnodes vardecl 0 16778 NULL
cmdlog_vardecl_ipw2200_c_18024_vars cmdlog vardecl_ipw2200.c 0 18024 NULL
nreaders_vardecl_rcutorture_c_18862_vars nreaders vardecl_rcutorture.c 0 18862 NULL
num_freq_table_entries_vardecl_sfi_cpufreq_c_18898_vars num_freq_table_entries vardecl_sfi-cpufreq.c 0 18898 NULL
ndoms_cur_vardecl_core_c_19519_vars ndoms_cur vardecl_core.c 0 19519 NULL
nwriters_vardecl_rcuperf_c_20234_vars nwriters vardecl_rcuperf.c 0 20234 NULL
mpegbufs_vardecl_cx231xx_417_c_20303_vars mpegbufs vardecl_cx231xx-417.c 0 20303 NULL
major_vardecl_dm_c_21185_vars major vardecl_dm.c 0 21185 NULL
acpi_current_gpe_count_vardecl_21469_vars acpi_current_gpe_count vardecl 0 21469 NULL
max_nr_vardecl_exynos_combiner_c_21761_vars max_nr vardecl_exynos-combiner.c 0 21761 NULL
xprt_max_tcp_slot_table_entries_vardecl_xprtsock_c_21949_vars xprt_max_tcp_slot_table_entries vardecl_xprtsock.c 0 21949 NULL
ch_count_vardecl_ib_srp_c_22190_vars ch_count vardecl_ib_srp.c 0 22190 NULL
nreaders_stress_vardecl_locktorture_c_22217_vars nreaders_stress vardecl_locktorture.c 0 22217 NULL
_major_vardecl_dm_c_23233_vars _major vardecl_dm.c 0 23233 NULL
nreaders_vardecl_rcuperf_c_23383_vars nreaders vardecl_rcuperf.c 0 23383 NULL
input_buffer_size_vardecl_seq_midi_c_23961_vars input_buffer_size vardecl_seq_midi.c 0 23961 NULL
st_max_sg_segs_vardecl_st_c_24474_vars st_max_sg_segs vardecl_st.c 0 24474 NULL
accent_table_size_vardecl_24972_vars accent_table_size vardecl 0 24972 NULL
grefs_per_grant_frame_vardecl_grant_table_c_25386_vars grefs_per_grant_frame vardecl_grant-table.c 0 25386 NULL
num_prealloc_crypto_pages_vardecl_crypto_c_25796_vars num_prealloc_crypto_pages vardecl_crypto.c 0 25796 NULL
num_sg_lists_vardecl_25860_vars num_sg_lists vardecl 0 25860 NULL
core_name_size_vardecl_coredump_c_26013_vars core_name_size vardecl_coredump.c 0 26013 NULL
total_cpus_vardecl_27560_vars total_cpus vardecl 0 27560 NULL
nfakewriters_vardecl_rcutorture_c_30320_vars nfakewriters vardecl_rcutorture.c 0 30320 NULL
DAC960_ControllerCount_vardecl_DAC960_c_31089_vars DAC960_ControllerCount vardecl_DAC960.c 0 31089 NULL
first_slot_vardecl_cpcihp_generic_c_32129_vars first_slot vardecl_cpcihp_generic.c 0 32129 NULL
prof_shift_vardecl_profile_c_32143_vars prof_shift vardecl_profile.c 0 32143 NULL
num_rcv_urbs_vardecl_usbatm_c_32830_vars num_rcv_urbs vardecl_usbatm.c 0 32830 NULL
_min_socket_vardecl_x2apic_uv_x_c_33176_vars _min_socket vardecl_x2apic_uv_x.c 0 33176 NULL
num_ae_requests_vardecl_33594_vars num_ae_requests vardecl 0 33594 NULL
blkdev_minors_vardecl_dev_c_34365_vars blkdev_minors vardecl_dev.c 0 34365 NULL
cpu_npartitions_vardecl_linux_cpu_c_34622_vars cpu_npartitions vardecl_linux-cpu.c 0 34622 NULL
at_max_vardecl_35692_vars at_max vardecl 0 35692 NULL
nwriters_stress_vardecl_locktorture_c_36080_vars nwriters_stress vardecl_locktorture.c 0 36080 NULL
max_sg_segs_vardecl_st_c_36551_vars max_sg_segs vardecl_st.c 0 36551 NULL
null_major_vardecl_null_blk_c_36718_vars null_major vardecl_null_blk.c 0 36718 NULL
bufsiz_vardecl_spidev_c_36763_vars bufsiz vardecl_spidev.c 0 36763 NULL
netdev_flow_limit_table_len_vardecl_36765_vars netdev_flow_limit_table_len vardecl 0 36765 NULL
uwb_est_size_vardecl_est_c_36881_vars uwb_est_size vardecl_est.c 0 36881 NULL
rtc_devt_vardecl_rtc_dev_c_37090_vars rtc_devt vardecl_rtc-dev.c 0 37090 NULL
ncpus_vardecl_aoecmd_c_37517_vars ncpus vardecl_aoecmd.c 0 37517 NULL
fb_bpp_vardecl_udl_fb_c_38075_vars fb_bpp vardecl_udl_fb.c 0 38075 NULL
pipe_max_size_vardecl_38097_vars pipe_max_size vardecl 0 38097 NULL
tcp_metrics_hash_log_vardecl_tcp_metrics_c_38657_vars tcp_metrics_hash_log vardecl_tcp_metrics.c 0 38657 NULL
max_num_clients_vardecl_ntb_transport_c_38745_vars max_num_clients vardecl_ntb_transport.c 0 38745 NULL
sg_buffers_vardecl_dmatest_c_38796_vars sg_buffers vardecl_dmatest.c 0 38796 NULL
sel_start_vardecl_selection_c_39245_vars sel_start vardecl_selection.c 0 39245 NULL
hash_table_size_vardecl_39253_vars hash_table_size vardecl 0 39253 NULL
pktdev_major_vardecl_pktcdvd_c_39506_vars pktdev_major vardecl_pktcdvd.c 0 39506 NULL
defcmd_set_count_vardecl_kdb_main_c_39817_vars defcmd_set_count vardecl_kdb_main.c 0 39817 NULL
allocation_floor_vardecl_dell_rbu_c_40106_vars allocation_floor vardecl_dell_rbu.c 0 40106 NULL
memcg_nr_cache_ids_vardecl_40280_vars memcg_nr_cache_ids vardecl 0 40280 NULL
rose_ndevs_vardecl_af_rose_c_40602_vars rose_ndevs vardecl_af_rose.c 0 40602 NULL
xprt_tcp_slot_table_entries_vardecl_xprtsock_c_40779_vars xprt_tcp_slot_table_entries vardecl_xprtsock.c 0 40779 NULL
major_nr_vardecl_umem_c_41471_vars major_nr vardecl_umem.c 0 41471 NULL
pcpu_unit_pages_vardecl_percpu_c_41525_vars pcpu_unit_pages vardecl_percpu.c 0 41525 NULL
nr_online_nodes_vardecl_41549_vars nr_online_nodes vardecl 0 41549 NULL
prof_len_vardecl_profile_c_42405_vars prof_len vardecl_profile.c 0 42405 NULL
mtu_max_vardecl_42563_vars mtu_max vardecl 0 42563 NULL
phonet_rxq_size_vardecl_f_phonet_c_43017_vars phonet_rxq_size vardecl_f_phonet.c 0 43017 NULL
output_buffer_size_vardecl_seq_midi_c_43084_vars output_buffer_size vardecl_seq_midi.c 0 43084 NULL
rds_buf_vardecl_radio_si470x_usb_c_43439_vars rds_buf vardecl_radio-si470x-usb.c 0 43439 NULL
xpc_nasid_mask_nbytes_vardecl_xpc_partition_c_45405_vars xpc_nasid_mask_nbytes vardecl_xpc_partition.c 0 45405 NULL
num_fault_mutexes_vardecl_hugetlb_c_45857_vars num_fault_mutexes vardecl_hugetlb.c 0 45857 NULL
qxl_num_crtc_vardecl_46583_vars qxl_num_crtc vardecl 0 46583 NULL
fw_cdev_major_vardecl_46618_vars fw_cdev_major vardecl 0 46618 NULL
mc_groups_longs_vardecl_genetlink_c_46774_vars mc_groups_longs vardecl_genetlink.c 0 46774 NULL
cy_next_channel_vardecl_cyclades_c_46964_vars cy_next_channel vardecl_cyclades.c 0 46964 NULL
rds_buf_vardecl_radio_si470x_i2c_c_48053_vars rds_buf vardecl_radio-si470x-i2c.c 0 48053 NULL
osst_max_dev_vardecl_osst_c_48086_vars osst_max_dev vardecl_osst.c 0 48086 NULL
ramoops_console_size_vardecl_ram_c_48215_vars ramoops_console_size vardecl_ram.c 0 48215 NULL
da_num_tokens_vardecl_dell_smbios_c_48798_vars da_num_tokens vardecl_dell-smbios.c 0 48798 NULL
num_requests_vardecl_48964_vars num_requests vardecl 0 48964 NULL
nr_ndevs_vardecl_af_netrom_c_49435_vars nr_ndevs vardecl_af_netrom.c 0 49435 NULL
amdgpu_sched_hw_submission_vardecl_50202_vars amdgpu_sched_hw_submission vardecl 0 50202 NULL
agg_wsize_vardecl_50735_vars agg_wsize vardecl 0 50735 NULL
num_var_ranges_vardecl_51769_vars num_var_ranges vardecl 0 51769 NULL
num_snd_urbs_vardecl_usbatm_c_52685_vars num_snd_urbs vardecl_usbatm.c 0 52685 NULL
tpm_devt_vardecl_53182_vars tpm_devt vardecl 0 53182 NULL
xpc_nasid_mask_nlongs_vardecl_53252_vars xpc_nasid_mask_nlongs vardecl 0 53252 NULL
max_dev_vardecl_osst_c_53523_vars max_dev vardecl_osst.c 0 53523 NULL
dma_txqueue_sz_vardecl_tsi721_dma_c_53597_vars dma_txqueue_sz vardecl_tsi721_dma.c 0 53597 NULL
ramoops_pmsg_size_vardecl_ram_c_53601_vars ramoops_pmsg_size vardecl_ram.c 0 53601 NULL
xprt_udp_slot_table_entries_vardecl_xprtsock_c_56096_vars xprt_udp_slot_table_entries vardecl_xprtsock.c 0 56096 NULL
test_buf_size_vardecl_dmatest_c_56686_vars test_buf_size vardecl_dmatest.c 0 56686 NULL
part_shift_vardecl_loop_c_57103_vars part_shift vardecl_loop.c 0 57103 NULL
nr_cpu_ids_vardecl_57399_vars nr_cpu_ids vardecl 0 57399 NULL
mdp_major_vardecl_57774_vars mdp_major vardecl 0 57774 NULL
acpi_gbl_integer_byte_width_vardecl_58054_vars acpi_gbl_integer_byte_width vardecl 0 58054 NULL
window_vardecl_tcp_cdg_c_58396_vars window vardecl_tcp_cdg.c 0 58396 NULL
bufsize_vardecl_tcp_probe_c_58414_vars bufsize vardecl_tcp_probe.c 0 58414 NULL
ebcnt_vardecl_torturetest_c_58475_vars ebcnt vardecl_torturetest.c 0 58475 NULL
ramoops_ftrace_size_vardecl_ram_c_58686_vars ramoops_ftrace_size vardecl_ram.c 0 58686 NULL
pcpu_nr_units_vardecl_percpu_c_59323_vars pcpu_nr_units vardecl_percpu.c 0 59323 NULL
queue_length_vardecl_ua101_c_59524_vars queue_length vardecl_ua101.c 0 59524 NULL
perdev_minors_vardecl_block_c_60809_vars perdev_minors vardecl_block.c 0 60809 NULL
fbcon_softback_size_vardecl_fbcon_c_61184_vars fbcon_softback_size vardecl_fbcon.c 0 61184 NULL
_min_pnode_vardecl_x2apic_uv_x_c_63577_vars _min_pnode vardecl_x2apic_uv_x.c 0 63577 NULL
nbds_max_vardecl_nbd_c_63801_vars nbds_max vardecl_nbd.c 0 63801 NULL
__max_logical_packages_vardecl_64002_vars __max_logical_packages vardecl 0 64002 NULL
ubiblock_major_vardecl_block_c_64105_vars ubiblock_major vardecl_block.c 0 64105 NULL
dev_number_vardecl_rio_cm_c_64286_vars dev_number vardecl_rio_cm.c 0 64286 NULL
wear_eb_count_vardecl_nandsim_c_65291_vars wear_eb_count vardecl_nandsim.c 0 65291 NULL
fpu_user_xstate_size_vardecl_65370_vars fpu_user_xstate_size vardecl 0 65370 NULL
